;genre;artist_name;track_name;popularity;acousticness;danceability;energy;key;loudness;mode;tempo
258;R&B;Arin Ray;Reckless;61;0.26;0.69;0.7;F;-5.7;Minor;173.99
259;R&B;Usher;Confessions Part II - Confessions Special Edition Version;68;0.06;0.84;0.47;C#;-7.67;Major;138.01
260;R&B;HONNE;Day 1 ◑;67;0.21;0.5;0.58;F#;-7.01;Major;94.56
261;R&B;Madison Beer;Fools;68;0.03;0.74;0.79;F#;-3.86;Minor;120.9
262;R&B;Bryson Tiller;Overtime;64;0.25;0.66;0.5;C#;-7.69;Major;106.05
263;R&B;Ellie Goulding;On My Mind;63;0.26;0.7;0.7;C;-6.67;Major;154.91
264;R&B;Summer Walker;Wasted;60;0.45;0.71;0.35;G;-11.32;Major;117.31
265;R&B;Ama Lou;Tried Up;62;0.85;0.69;0.26;A;-15.27;Minor;146.97
266;R&B;Charli XCX;Boys;72;0.07;0.87;0.55;D;-5.19;Major;139.94
267;R&B;Ella Mai;Own It;61;0.11;0.53;0.54;E;-5.0;Minor;106.71
268;R&B;Annmarie;Handle It;60;0.72;0.65;0.65;B;-6.05;Major;117.95
269;R&B;Jason Derulo;It Girl;71;0.02;0.67;0.72;C#;-4.74;Minor;91.99
270;R&B;James Blake;Assume Form;65;0.89;0.41;0.35;E;-10.36;Minor;139.27
271;R&B;T-Pain;Keep This from Me;53;0.09;0.51;0.63;C#;-6.15;Minor;80.8
272;R&B;Chris Brown;Grass Ain't Greener;67;0.39;0.64;0.6;A#;-5.1;Minor;133.95
273;R&B;Ty Dolla $ign;Ex (feat. YG);66;0.01;0.77;0.43;F;-5.72;Minor;102.06
274;R&B;Jorja Smith;Teenage Fantasy;68;0.47;0.58;0.68;E;-10.21;Minor;176.12
275;R&B;The Weeknd;All I Know;66;0.42;0.47;0.42;G#;-10.61;Minor;120.01
276;R&B;Tobi Lou;Buff Baby;62;0.19;0.74;0.64;F;-8.64;Major;156.0
277;R&B;Frank Ocean;Bad Religion;61;0.78;0.28;0.36;A;-7.68;Major;81.98
278;R&B;Chris Brown;Back To Sleep;66;0.04;0.65;0.65;A;-5.48;Minor;92.98
279;Soundtrack;John Barry;You Only Live Twice - Instrumental;35;0.01;0.32;0.27;C;-15.89;Major;91.2
280;Soundtrack;John Paesano;This Is The End - Markus;33;0.87;0.07;0.13;A#;-16.09;Minor;69.74
281;Soundtrack;Max Richter;Dream 0 (till break of day) - Pt. 2;31;0.79;0.22;0.05;F#;-27.6;Major;46.79
282;Soundtrack;Kensuke Ushio;van;32;0.99;0.65;0.06;G;-28.64;Major;72.04
283;Soundtrack;Nick Cave;Counting the Stars;30;0.99;0.46;0.0;C;-26.78;Minor;128.79
284;Soundtrack;Thomas Newman;Repair Ward;25;0.87;0.68;0.19;D#;-16.73;Minor;110.86
285;Soundtrack;Nick Glennie-Smith;Greatest Mystery Of Life;30;0.04;0.22;0.17;G;-18.55;Minor;62.28
286;Soundtrack;John Barry;Stands With a Fist Remembers;28;0.78;0.1;0.1;E;-22.85;Major;182.29
287;Soundtrack;Rob Simonsen;You Get to Breathe Now;30;0.9;0.19;0.12;E;-22.22;Major;63.33
288;Soundtrack;Alex Somers;Between Us - Liminal Remix;30;0.97;0.22;0.1;D#;-20.46;Major;136.24
289;Soundtrack;Mark Mothersbaugh;The Transformation;28;0.15;0.12;0.33;G;-14.84;Major;80.8
290;Soundtrack;John Williams;The Empire Strikes Back: The Imperial March;27;0.86;0.52;0.37;G;-12.26;Minor;103.78
291;Soundtrack;Nicholas Britell;The Iraq War Symphony;29;0.95;0.49;0.34;A#;-12.14;Minor;108.19
292;Soundtrack;Mark Mothersbaugh;The Rise of Kitty Kitty;28;0.83;0.22;0.18;C;-15.07;Major;84.08
293;Soundtrack;Deborah Lurie;Airport Goodbye;29;0.99;0.21;0.02;F;-27.38;Major;143.91
294;Soundtrack;John Williams;Flight from Peru;27;0.97;0.29;0.32;C;-15.21;Major;163.82
295;Soundtrack;Carter Burwell;Meeting Miriam;30;0.59;0.26;0.17;C;-17.89;Major;67.49
296;Soundtrack;The Chamber Orchestra Of London;Elopement;28;0.91;0.09;0.26;A;-13.83;Minor;85.55
297;Soundtrack;Dustin O'Halloran;Prelude 2;32;0.96;0.2;0.18;F;-18.07;Major;174.01
298;Soundtrack;Alain Goraguer;Méditation Des Enfants;34;0.91;0.2;0.19;C;-16.88;Minor;66.26
299;Soundtrack;Hiroyuki Sawano;Ymniam - Orch;35;0.17;0.3;0.43;A;-9.02;Minor;148.33
300;Soundtrack;Alexandre Desplat;High-Speed French Train;29;0.62;0.76;0.26;A#;-18.91;Major;119.98
301;Soundtrack;Hiroyuki Sawano;2chijou;35;0.13;0.48;0.48;F;-12.22;Major;120.1
302;Soundtrack;Alan Menken;"Picking Corn - From ""Pocahontas""/Score";29;0.82;0.27;0.1;C#;-23.77;Major;102.76
303;Soundtrack;Haruomi Hosono;パーティー - New ver.;33;0.99;0.48;0.12;C;-17.93;Major;101.14
304;Soundtrack;Austin Wintory;Caranx Ignobilis;33;0.95;0.12;0.32;G;-14.43;Minor;85.43
305;Soundtrack;Bear McCreary;Running out of Time;27;0.22;0.51;0.2;C;-20.91;Major;120.22
306;Soundtrack;Kenji Kawai;"Utai IV: Reawakening (From ""Ghost in the Shell"") - Steve Aoki Remix";37;0.0;0.46;0.98;F#;-1.5;Minor;174.06
307;Soundtrack;Harry Escott;Brandon;24;0.53;0.32;0.08;G;-24.28;Minor;120.02
308;Soundtrack;John Barry;The Buffalo Hunt;28;0.68;0.09;0.32;D#;-15.35;Major;69.42
309;Soundtrack;Jesper Kyd;The Makers Theme;32;0.79;0.16;0.25;G;-19.69;Major;176.61
310;Soundtrack;Howard Shore;In the Shadow of the Mountain;25;0.88;0.1;0.1;A;-20.89;Minor;78.52
311;Soundtrack;Trevor Morris;Ragnar's Sail;37;0.83;0.32;0.25;F;-22.79;Minor;147.08
312;Soundtrack;Howard Shore;A Necromancer - Bonus Track;25;0.47;0.12;0.31;C;-17.38;Minor;65.72
313;Soundtrack;Philip Glass;Something She Has to Do;37;0.94;0.13;0.03;F;-28.42;Major;97.06
314;Soundtrack;Mark Isham;The Black Dahlia – No Other Way;23;0.98;0.15;0.07;D#;-17.89;Major;67.55
315;Soundtrack;Hans Zimmer;Mission Control;32;0.08;0.19;0.12;C#;-20.5;Major;160.32
316;Soundtrack;Trevor Morris;The Lie in Which You Linger;30;0.04;0.14;0.53;C;-12.3;Major;141.8
317;Soundtrack;Marc Streitenfeld;Sherwood Forest;33;0.92;0.17;0.14;A;-20.66;Minor;91.08
318;Soundtrack;Trevor Morris;You Shall not enter Valhalla;37;0.93;0.19;0.01;F;-39.87;Major;70.35
319;Soundtrack;Jan A.P. Kaczmarek;The Peter Pan Overture - Finding Neverland/Soundtrack Version;29;0.89;0.41;0.16;C;-15.99;Major;62.4
320;Soundtrack;Alexandre Desplat;Coco & Boy;33;0.99;0.17;0.1;A#;-20.38;Minor;75.86
321;Soundtrack;Hans Zimmer;Legacy;35;0.57;0.2;0.36;C#;-16.39;Major;85.07
322;Soundtrack;Ludwig Goransson;Caught in the Shadow;23;0.94;0.31;0.03;D;-30.65;Minor;97.01
323;Soundtrack;John Debney;Sorry, Dad - Score;24;0.92;0.15;0.03;G;-31.44;Major;157.33
324;Soundtrack;Alexandre Desplat;You're Alive;23;0.86;0.09;0.06;B;-22.86;Minor;76.53
325;Soundtrack;Elliot Goldenthal;JD Dies;31;0.73;0.08;0.07;G#;-18.09;Major;82.31
326;Soundtrack;Philippe Rombi;Hymne des fraternisés (piano);28;1.0;0.33;0.01;D#;-39.8;Major;72.44
327;Soundtrack;Hauschka;Sunny and George;40;0.83;0.15;0.04;A;-25.23;Minor;136.44
328;Soundtrack;Michael Giacchino;Night on the Yorktown;32;0.9;0.07;0.05;F;-20.37;Major;77.94
329;Soundtrack;John Paesano;The Man He Was;32;0.51;0.2;0.13;C;-22.14;Major;69.09
330;Soundtrack;Michael Giacchino;Kirk Enterprises;31;0.9;0.08;0.21;G;-16.75;Major;83.24
331;Soundtrack;Jonny Greenwood;Get Thee Behind Me Satan - feat. Ella Fitzgerald;29;0.98;0.26;0.11;F;-15.56;Major;86.39
332;Soundtrack;James Newton Howard;Sam's Gone;33;0.84;0.12;0.23;D;-16.37;Minor;95.44
333;Soundtrack;Max Richter;Dream 17 (Alpha) - Pt. 12;31;0.77;0.07;0.06;C#;-32.84;Major;79.28
334;Soundtrack;Kevin Kiner;Kit Fisto Duels Grievous;31;0.08;0.26;0.7;A;-7.1;Minor;97.0
335;Soundtrack;Alan Menken;The Prophecy;29;0.92;0.12;0.18;C;-12.67;Minor;91.1
336;Soundtrack;Jack Wall;Alistair's Theme;33;0.54;0.32;0.35;B;-16.01;Minor;79.94
337;Soundtrack;Alexandre Desplat;The Rehearsal;24;0.99;0.64;0.16;C;-17.8;Major;97.92
338;Soundtrack;Randy Edelman;Reunion And Finale;25;0.62;0.08;0.41;G;-13.97;Major;76.02
339;Soundtrack;Dario Marianelli;Kitty's Debut;27;0.96;0.2;0.14;A;-16.94;Minor;78.05
340;Soundtrack;Murray Gold;The Greatest Story Never Told;23;0.85;0.17;0.31;C;-11.58;Minor;100.02
341;Soundtrack;Jerry Goldsmith;"Star Trek: First Contact: End Credits - From ""Star Trek: First Contact""";29;0.92;0.17;0.21;F;-17.36;Major;97.27
342;Soundtrack;Blake Neely;Infantino Street;30;0.15;0.32;0.4;A#;-16.47;Minor;60.33
343;Soundtrack;James Horner;"Field of Dreams (From ""Field of Dreams"")";30;0.92;0.26;0.04;G;-20.8;Major;100.53
344;Soundtrack;Blake Neely;Jay Garrick Warns of a Man Called Zoom;30;0.43;0.47;0.53;A#;-16.27;Major;119.94
345;Soundtrack;Thomas Newman;The Seas with Nemo and Friends Medley;24;0.94;0.39;0.28;E;-13.66;Minor;108.34
346;Soundtrack;John Barry;Safari;29;0.97;0.13;0.04;D;-22.0;Minor;73.52
347;Soundtrack;John Barry;You'll Keep Me Then;29;0.97;0.21;0.01;F#;-38.41;Minor;124.43
348;Soundtrack;Michael Price;To Begin - 23rd May;26;0.99;0.38;0.0;D;-31.63;Major;71.22
349;Soundtrack;Jon Brion;Summer in Sacramento;28;0.91;0.6;0.04;F;-20.44;Major;97.52
350;Soundtrack;Javier Navarrete;Salt;15;0.83;0.77;0.27;G;-18.03;Major;110.67
351;Soundtrack;Patrick Doyle;Cloud and Confessions;35;0.88;0.1;0.09;G;-23.21;Major;68.49
352;Soundtrack;Philip Glass;The Light;35;0.88;0.17;0.14;F;-20.14;Major;79.48
353;Soundtrack;Michael Andrews;Rosie Darko;27;0.99;0.29;0.03;D#;-24.33;Major;140.86
354;Soundtrack;Ben Salisbury;Watching;22;0.97;0.2;0.03;B;-37.86;Major;136.45
355;Soundtrack;John Williams;The Flying Sequence;29;0.93;0.19;0.23;D;-14.16;Major;81.45
356;Soundtrack;Dan Romer;Welcome Back Subjects;29;0.71;0.09;0.11;C;-21.81;Minor;83.84
357;Soundtrack;Thomas Newman;Walk Home;33;0.99;0.28;0.05;G;-26.11;Minor;129.8
358;Soundtrack;Jóhann Jóhannsson;Properties Of Explosive Materials;32;0.89;0.24;0.16;F;-21.42;Major;132.63
359;Soundtrack;Henry Mancini;Peter Gunn;33;0.46;0.47;0.67;A#;-9.13;Minor;119.17
360;Soundtrack;Alan Menken;"The Warriors Arrive - From ""Pocahontas""/Score";29;0.97;0.2;0.16;E;-21.02;Major;78.93
361;Soundtrack;Alan Menken;Entr'acte/Wolf Chase;28;0.79;0.29;0.21;G;-17.89;Major;143.48
362;Soundtrack;Trevor Morris;Nightmare's End;30;0.15;0.23;0.23;D;-13.09;Major;61.2
363;Soundtrack;Ennio Morricone;The Death Of A Soldier;30;0.98;0.17;0.12;D;-19.91;Major;81.52
364;Soundtrack;Trevor Morris;The Sunstone;37;0.95;0.3;0.01;A;-37.72;Major;140.01
365;Soundtrack;Michael Kamen;Requiem for a Soldier (Band of Brothers);31;0.84;0.21;0.32;F;-10.05;Major;116.95
366;Soundtrack;Lorne Balfe;Welcome to Boston;32;0.78;0.23;0.48;G;-13.94;Minor;73.35
367;Soundtrack;Steven Price;This Is My Home;25;0.33;0.2;0.25;F;-18.56;Major;150.0
368;Soundtrack;Gustavo Santaolalla;Visiting Mother;31;0.98;0.23;0.09;C;-19.35;Major;119.69
369;Soundtrack;Marco Beltrami;Freerider;30;0.88;0.51;0.09;A;-16.23;Minor;115.03
370;Soundtrack;Steve Jablonsky;Tomb of the Primes;38;0.34;0.07;0.3;D;-15.88;Minor;73.67
371;Soundtrack;Max Richter;A New Generation;35;0.25;0.14;0.4;B;-15.33;Minor;144.23
372;Soundtrack;Kevin Kiner;Anakin Wants Her Alive;31;0.05;0.29;0.67;C#;-6.43;Major;87.56
373;Soundtrack;Kensuke Ushio;flw;32;0.99;0.56;0.04;D;-23.56;Major;80.03
374;Soundtrack;The City of Prague Philharmonic Orchestra;You Only Live Twice (You Only Live Twice);29;0.67;0.16;0.22;B;-15.54;Major;82.52
375;Soundtrack;Michael Giacchino;Jack Splat;28;0.57;0.28;0.18;F;-18.42;Minor;75.75
376;Soundtrack;John Paesano;Lost - Markus;31;0.07;0.16;0.3;C#;-18.18;Major;81.97
377;Soundtrack;Thomas Bergersen;Two Hearts;35;0.06;0.4;0.57;C;-8.02;Major;139.56
378;Soundtrack;Trevor Morris;Epilogue;31;0.6;0.11;0.26;D;-17.29;Minor;73.53
379;Soundtrack;Lorne Balfe;Of Life and Death;30;0.69;0.06;0.25;C;-20.12;Minor;55.64
380;Soundtrack;Randy Newman;"Infinity and Beyond - From ""Toy Story""";28;0.85;0.21;0.22;F;-11.09;Major;162.37
381;Soundtrack;Hans Zimmer;The Protector Of Rome;27;0.44;0.27;0.13;G;-26.19;Minor;104.09
382;Soundtrack;Ludwig Goransson;Adonis;23;0.73;0.24;0.08;A#;-18.42;Major;134.12
383;Soundtrack;Alexandre Desplat;Whack-Bat Majorette;27;0.57;0.64;0.54;A#;-12.33;Minor;143.99
384;Soundtrack;Michael Giacchino;Logos / Pranking The Natives;32;0.78;0.19;0.3;G;-16.67;Minor;174.99
385;Soundtrack;Alan Silvestri;"Captain America ""We Did It""";26;0.84;0.21;0.21;C;-14.47;Major;81.9
386;Soundtrack;Hans Zimmer;Can You Hear Your Heart;23;0.93;0.17;0.01;C;-31.09;Major;86.36
387;Soundtrack;Martin Phipps;I Lived Here;29;0.95;0.12;0.1;A;-16.32;Minor;95.97
388;Soundtrack;Hans Zimmer;Ground Rules;31;0.73;0.16;0.01;A;-27.32;Major;132.7
389;Soundtrack;Craig Armstrong;Time Moves On;29;0.96;0.21;0.16;A;-20.72;Major;75.2
390;Soundtrack;Benjamin Wallfisch;Kiss;27;0.98;0.21;0.23;F;-22.12;Major;83.65
391;Soundtrack;Hans Zimmer;Agent Of Chaos;30;0.48;0.3;0.2;C;-19.91;Minor;80.34
392;Soundtrack;Philip Glass;Four;34;0.98;0.29;0.06;F;-24.28;Minor;141.84
393;Soundtrack;Mark Mancina;"Act 4: We Are One - From ""Rivers of Light""";29;0.17;0.27;0.53;G;-10.62;Major;78.93
394;Soundtrack;Jeff Beal;Melancholia;32;0.82;0.11;0.17;A;-17.94;Minor;170.42
395;Soundtrack;Thomas Newman;What A Wonderful World;31;0.79;0.26;0.19;C;-19.98;Major;90.51
396;Jazz;Judy Garland;We're Off to See the Wizard;38;0.85;0.52;0.45;G#;-16.36;Major;134.74
397;Jazz;Gotan Project;Epoca;44;0.06;0.78;0.74;A;-3.39;Major;91.02
398;Jazz;Luiz Bonfá;Perdido de Amor [Lost in Love];41;0.95;0.49;0.04;G;-22.64;Major;87.28
399;Jazz;Regina Carter;Pavane;41;0.6;0.43;0.24;C;-16.25;Major;83.36
400;Jazz;Paul Brown;The Rhythm Method;34;0.32;0.72;0.56;D#;-10.07;Minor;97.69
401;Jazz;DJ Premier;Doomp Doomp Doomp;38;0.0;0.73;0.46;F#;-13.06;Major;87.44
402;Jazz;Cannonball Adderley;Somethin' Else - Remastered;38;0.47;0.51;0.47;G;-6.83;Minor;78.65
403;Jazz;Parov Stelar;Baska Brother;44;0.0;0.95;0.57;G;-9.93;Minor;127.0
404;Jazz;Jonathan Butler;Surrender (feat. Boney James);32;0.2;0.53;0.4;B;-11.62;Minor;77.09
405;Jazz;Nina Simone;O-o-h Child - Remastered;37;0.68;0.48;0.59;C#;-9.95;Minor;98.93
406;Jazz;Mestís;Sedosa;35;0.05;0.67;0.85;C#;-7.55;Minor;90.06
407;Jazz;Cortex;Prélude à Go Round;34;0.43;0.53;0.37;A#;-13.9;Major;149.97
408;Jazz;Jim Hall;Farmer's Trust;37;0.98;0.46;0.04;C;-26.21;Major;119.06
409;Jazz;Stan Getz;Retrato Em Branco e Preto;32;0.91;0.48;0.1;C;-21.76;Major;139.72
410;Jazz;Stanley Turrentine;Sugar;36;0.44;0.57;0.54;C;-10.97;Minor;124.0
411;Jazz;Braxton Cook;Somewhere in Between (Swarvy Remix);42;0.22;0.7;0.57;F;-9.22;Major;103.03
412;Jazz;Thievery Corporation;Facing East;39;0.1;0.7;0.95;D;-4.64;Major;99.01
413;Jazz;Count Basie;Whirly Bird - 1994 Remaster;36;0.7;0.51;0.62;G#;-8.37;Major;131.74
414;Jazz;Yazmin Lacey;90 Degrees;44;0.16;0.63;0.49;C#;-9.61;Major;147.76
415;Jazz;Ismael Miranda;Caretas;48;0.37;0.61;0.62;C;-12.23;Major;164.31
416;Jazz;Nancy Wilson;Guess Who I Saw Today - Remastered/2004;36;0.94;0.59;0.07;C;-18.87;Minor;87.49
417;Jazz;Pearl Django;Flambee Montalbanaise;38;0.82;0.73;0.41;B;-10.22;Minor;100.52
418;Jazz;Wynton Marsalis Septet;I Wish I Knew How It Would Feel to Be Free - Edit;33;0.69;0.63;0.56;A#;-6.72;Major;124.08
419;Jazz;Cyrille Aimee;Loving You;44;0.82;0.62;0.19;C#;-16.33;Minor;133.71
420;Jazz;Guru Griff;slow it down;39;0.83;0.58;0.21;A#;-18.82;Major;174.19
421;Jazz;Skinshape;Metanoia;40;0.11;0.65;0.28;A;-12.38;Minor;150.02
422;Jazz;Dean Martin;Senza fine;41;0.86;0.21;0.23;A#;-12.48;Minor;78.92
423;Jazz;Between The Buried And Me;Famine Wolf;38;0.0;0.29;0.96;C#;-4.95;Major;125.15
424;Jazz;Ornette Coleman;Peace;35;0.72;0.61;0.06;B;-15.44;Major;126.76
425;Jazz;Bud Powell;52nd Street Theme - Rudy Van Gelder Edition/1998 Digital Remaster;32;0.84;0.54;0.59;G;-7.88;Major;71.29
426;Jazz;Swing Republic;Fall;42;0.15;0.78;0.66;D;-8.62;Minor;122.98
427;Jazz;BADBADNOTGOOD;Eyes Closed;35;0.14;0.41;0.56;E;-8.9;Minor;118.5
428;Jazz;Damu The Fudgemunk;All Human (Instrumental);40;0.03;0.63;0.51;A#;-8.3;Minor;171.28
429;Jazz;Louis Armstrong;Cabaret - Single Version;34;0.48;0.41;0.31;G#;-15.43;Major;160.76
430;Jazz;Pat Metheny;One Quiet Night;38;0.82;0.33;0.14;E;-22.14;Minor;88.29
431;Jazz;Lynne Arriale Trio;Feeling good;35;0.47;0.38;0.25;G;-18.87;Minor;89.11
432;Jazz;Chris Standring;Love and Paragraphs;34;0.11;0.8;0.55;G;-7.06;Major;120.02
433;Jazz;Leprous;Mirage;44;0.01;0.5;0.84;F#;-6.52;Major;122.04
434;Jazz;A Tribe Called Quest;Skypager;44;0.25;0.86;0.43;A#;-13.53;Minor;97.14
435;Jazz;Bootsy Collins;What's a Telephone Bill?;36;0.33;0.6;0.72;F#;-6.77;Minor;134.17
436;Jazz;Cecilia Dale;There Will Never Be Another You - Bossa Version;50;0.95;0.81;0.24;G;-12.97;Major;124.79
437;Jazz;Wolfgang Lohr;Upside Down (Radio Edit);37;0.06;0.82;0.86;D;-5.0;Major;124.02
438;Jazz;Ebo Taylor;My Love and Music;42;0.24;0.54;0.61;D;-7.38;Minor;80.72
439;Jazz;The Brecker Brothers;Some Skunk Funk;37;0.4;0.68;0.87;C;-3.4;Major;131.25
440;Jazz;CASIOPEA;Midnight Rendezvous;38;0.69;0.7;0.5;E;-10.41;Minor;96.02
441;Jazz;Frank Zappa;Willie The Pimp;48;0.35;0.37;0.79;E;-12.46;Minor;88.99
442;Jazz;Plini;Paper Moon;40;0.0;0.29;0.8;G#;-8.4;Major;120.21
443;Jazz;Miles Davis;Ah-Leu-Cha;36;0.41;0.53;0.55;D;-9.58;Minor;121.66
444;Jazz;Nina Simone;Love Me or Leave Me - 2013 Remastered Version;44;0.82;0.46;0.34;B;-13.37;Major;175.98
445;Jazz;Charlie Parker;Laura;37;0.85;0.27;0.32;G;-12.19;Major;84.39
446;Jazz;Stan Getz;Only Trust Your Heart;38;0.83;0.43;0.33;F;-23.44;Major;129.44
447;Jazz;GoGo Penguin;Branches Break;31;0.17;0.54;0.68;A;-12.33;Major;121.45
448;Jazz;Mulatu Astatke;Mulatu - Stereo Master;41;0.64;0.46;0.43;C#;-13.38;Major;158.3
449;Jazz;CYNE;400 Years;40;0.13;0.64;0.67;F#;-5.56;Minor;90.18
450;Jazz;Animals As Leaders;Transcentience;38;0.0;0.34;0.87;C#;-6.55;Minor;103.98
451;Jazz;Caro Emerald;Liquid Lunch;33;0.12;0.85;0.76;E;-6.12;Minor;112.06
452;Jazz;Miles Davis;Rubberband Of Life (feat. Ledisi);37;0.03;0.72;0.7;C#;-5.49;Major;90.42
453;Jazz;Birocratic;Leaving Her Flowers;39;0.62;0.66;0.59;A#;-6.04;Minor;85.13
454;Jazz;The Bamboos;Helpless Blues;33;0.04;0.76;0.82;C#;-4.85;Minor;136.02
455;Jazz;Harry Connick, Jr.;Sleigh Ride;36;0.85;0.49;0.34;C;-11.22;Major;156.12
456;Jazz;Pink Martini;Bolero;33;0.67;0.51;0.35;G;-12.46;Major;156.59
457;Jazz;Brian Culbertson;Let's Get Started;34;0.01;0.74;0.72;A;-7.63;Minor;101.0
458;Jazz;Gábor Szabó;Three King Fishers;41;0.5;0.5;0.49;B;-11.61;Minor;140.17
459;Jazz;Kinobe;Slip Into Something More Comfortable - Stephen Hague 2016 Mix;45;0.02;0.51;0.66;G#;-10.63;Major;174.61
460;Jazz;Dean Martin;Just In Time;35;0.64;0.54;0.23;G;-12.37;Minor;126.97
461;Jazz;Count Basie;Dr. No's Fantasy (Remastered);36;0.55;0.56;0.41;A;-8.59;Minor;142.14
462;Jazz;Kankick;The Finer Things;47;0.09;0.85;0.58;B;-8.46;Major;91.95
463;Jazz;Cymande;Bird - Bonus Track;40;0.2;0.73;0.54;C#;-11.29;Major;102.94
464;Jazz;Pat Metheny Group;So May It Secretly Begin;36;0.78;0.58;0.48;G#;-15.37;Major;145.39
465;Jazz;Donny Hathaway;We're Still Friends - Live @ the Bitter End, NYC;44;0.86;0.43;0.13;G;-19.38;Minor;125.79
466;Jazz;Hiatus Kaiyote;The World It Softly Lulls;42;0.12;0.83;0.49;G#;-8.22;Major;101.38
467;Jazz;Florin Niculescu;Manéa;40;0.74;0.46;0.43;D;-10.78;Minor;148.59
468;Jazz;Romare;Who To Love?;39;0.98;0.77;0.27;F;-13.77;Minor;117.99
469;Jazz;Ornette Coleman;Broad Way Blues;40;0.47;0.51;0.25;D#;-17.52;Major;95.53
470;Jazz;David Axelrod;Everything Counts;36;0.1;0.47;0.52;F;-12.75;Major;151.49
471;Jazz;Louis Armstrong;Baby Won't You Please Come Home - Live at Newport Jazz Festival 1958;39;0.91;0.64;0.36;A;-17.55;Minor;106.56
472;Jazz;Louis Armstrong;Life Is So Peculiar;40;0.66;0.63;0.7;C;-6.53;Minor;115.6
473;Jazz;FloFilz;Taxi Bossa;40;0.2;0.71;0.49;F#;-10.09;Major;86.1
474;Jazz;Nina Simone;I Got It Bad (And That Ain't Good);32;0.98;0.33;0.21;D;-13.41;Major;121.44
475;Jazz;John Scofield;Can’t Dance;38;0.91;0.52;0.47;G;-10.89;Major;101.19
476;Jazz;Walterwarm;Where the Buffalo Roam;38;0.88;0.58;0.42;B;-8.23;Minor;172.54
477;Jazz;Hiatus Kaiyote;Creations Part One;41;0.98;0.46;0.42;F;-21.52;Minor;54.9
478;Jazz;Steve Tyrell;The Way You Look Tonight - From Father of the Bride;40;0.81;0.42;0.32;D#;-11.29;Major;109.95
479;Jazz;Native Construct;Come Hell or High Water;38;0.02;0.58;0.68;E;-8.76;Minor;150.0
480;Jazz;George Duke;Born to Love You;44;0.43;0.48;0.63;A;-8.84;Major;137.34
481;Jazz;Brad Mehldau Trio;Since I Fell for You;38;0.93;0.45;0.2;F;-15.79;Minor;135.37
482;Jazz;Lemon Jelly;In the Bath;43;0.54;0.69;0.52;A#;-9.97;Minor;113.0
483;Jazz;Maynard Ferguson;Gonna Fly Now;33;0.01;0.53;0.85;A;-6.48;Minor;113.81
484;Jazz;Thievery Corporation;Vampires (Afrolicious & Rob Garza Remix);39;0.06;0.7;0.83;D;-9.57;Minor;122.99
485;Jazz;Haken;The Good Doctor;47;0.0;0.4;0.89;E;-5.14;Minor;200.01
486;Jazz;Héctor Lavoe;Ausencia;43;0.25;0.63;0.4;C;-9.77;Major;88.0
487;Jazz;Una Mas Trio;Clear As Water feat. Bajka;47;0.24;0.73;0.91;C#;-10.38;Major;112.02
488;Jazz;Sonny Rollins;The Bridge - Remastered;36;0.35;0.48;0.51;G;-11.19;Major;82.63
489;Jazz;Caro Emerald;Just One Dance;35;0.43;0.78;0.55;G#;-6.27;Minor;110.5
490;Jazz;Joe Sample;The Road Less Traveled;32;0.17;0.65;0.5;G;-14.12;Minor;87.98
491;Jazz;Animals As Leaders;Wave of Babies;38;0.0;0.4;0.99;E;-3.02;Minor;169.94
492;Jazz;Yes;It Can Happen;42;0.03;0.56;0.87;C;-6.45;Major;111.87
493;Jazz;Peggy Lee;Why Don't You Do Right (Get Me Some Money Too);45;0.8;0.71;0.25;D;-10.74;Minor;124.08
494;Jazz;Boogie Belgique;Go Slow;40;0.0;0.62;0.78;A#;-8.9;Major;120.02
495;Jazz;The Correspondents;Puppet Loosely Strung;36;0.01;0.42;0.68;C#;-8.64;Major;76.32
496;Jazz;Nancy Wilson;Tonight May Have To Last Me All My Life - Remastered;36;0.95;0.44;0.06;F;-17.27;Major;117.36
497;Movie;Henri Salvador;Ma chansonnette;0;0.98;0.57;0.1;A;-14.83;Minor;111.5
498;Movie;Chorus;Lokamaa Neekidi;0;0.74;0.45;0.74;G;-9.32;Minor;157.14
499;Movie;Chorus;Joli mois de mai;0;0.0;0.6;0.57;F;-6.76;Major;132.91
500;Movie;Chorus;Goin' Up;0;0.18;0.84;0.52;A;-5.98;Major;122.02
501;Movie;Chorus;Gumowe Palto;0;0.0;0.7;0.86;F;-6.32;Minor;140.07
502;Movie;Chantal Goya;Fantasmagomique;1;0.04;0.7;0.54;C#;-10.46;Major;193.68
503;Movie;Bernard Minet;Shurato;3;0.43;0.55;0.82;A;-6.65;Major;134.78
504;Movie;Joseph Williams;Don't Know Why;2;0.96;0.49;0.09;A;-14.77;Major;177.86
505;Movie;Dorothée;La chèvre;1;0.72;0.7;0.69;F;-13.4;Major;170.24
506;Movie;Les Hérissons;La vérité si je mange (de la bouffe en gros);0;0.54;0.53;0.85;A;-3.97;Major;135.08
507;Movie;Henri Salvador;Si Jolie;4;0.93;0.25;0.27;C;-12.22;Major;88.5
508;Movie;Dominique Tirmont;À la claire fontaine;0;0.95;0.26;0.37;G;-7.61;Minor;180.23
509;Movie;Ken Page;Memory;0;0.82;0.33;0.51;C;-9.23;Major;139.84
510;Movie;Henri Salvador;Monsieur le bon dieu;1;0.81;0.34;0.26;C;-10.09;Major;102.29
